G141 grating,
Wavelength,Transmission
,
1.6907,2.23E-01
1.6908,2.22E-01
1.6909,2.21E-01
1.6910,2.19E-01
1.6911,2.18E-01
1.6912,2.17E-01
1.6913,2.16E-01
1.6914,2.15E-01
1.6915,2.14E-01
1.6916,2.13E-01
1.6917,2.12E-01
1.6918,2.11E-01
1.6919,2.10E-01
1.6920,2.09E-01
1.6921,2.08E-01
1.6922,2.07E-01
1.6923,2.06E-01
1.6924,2.05E-01
1.6925,2.04E-01
1.6926,2.03E-01
1.6927,2.02E-01
1.6928,2.01E-01
1.6929,2.00E-01
1.6930,1.99E-01
1.6931,1.98E-01
1.6932,1.97E-01
1.6933,1.96E-01
1.6934,1.95E-01
1.6935,1.94E-01
1.6936,1.93E-01
1.6937,1.93E-01
1.6938,1.92E-01
1.6939,1.91E-01
1.6940,1.90E-01
1.6941,1.89E-01
1.6942,1.88E-01
1.6943,1.87E-01
1.6944,1.86E-01
1.6945,1.85E-01
1.6946,1.84E-01
1.6947,1.83E-01
1.6948,1.82E-01
1.6949,1.81E-01
1.6950,1.81E-01
1.6951,1.80E-01
1.6952,1.79E-01
1.6953,1.78E-01
1.6954,1.77E-01
1.6955,1.76E-01
1.6956,1.75E-01
1.6957,1.75E-01
1.6958,1.74E-01
1.6959,1.73E-01
1.6960,1.72E-01
1.6961,1.71E-01
1.6962,1.70E-01
1.6963,1.70E-01
1.6964,1.69E-01
1.6965,1.68E-01
1.6966,1.67E-01
1.6967,1.67E-01
1.6968,1.66E-01
1.6969,1.65E-01
1.6970,1.64E-01
1.6971,1.63E-01
1.6972,1.63E-01
1.6973,1.62E-01
1.6974,1.61E-01
1.6975,1.60E-01
1.6976,1.60E-01
1.6977,1.59E-01
1.6978,1.58E-01
1.6979,1.58E-01
1.6980,1.57E-01
1.6981,1.56E-01
1.6982,1.56E-01
1.6983,1.55E-01
1.6984,1.54E-01
1.6985,1.53E-01
1.6986,1.53E-01
1.6987,1.52E-01
1.6988,1.51E-01
1.6989,1.50E-01
1.6990,1.50E-01
1.6991,1.49E-01
1.6992,1.48E-01
1.6993,1.48E-01
1.6994,1.47E-01
1.6995,1.46E-01
1.6996,1.45E-01
1.6997,1.45E-01
1.6998,1.44E-01
1.6999,1.43E-01
1.7000,1.43E-01
1.7001,1.42E-01
1.7002,1.41E-01
1.7003,1.41E-01
1.7004,1.40E-01
1.7005,1.39E-01
1.7006,1.39E-01
1.7007,1.38E-01
1.7008,1.37E-01
1.7009,1.37E-01
1.7010,1.36E-01
1.7011,1.35E-01
1.7012,1.35E-01
1.7013,1.34E-01
1.7014,1.34E-01
1.7015,1.33E-01
1.7016,1.32E-01
1.7017,1.32E-01
1.7018,1.31E-01
1.7019,1.30E-01
1.7020,1.30E-01
1.7021,1.29E-01
1.7022,1.29E-01
1.7023,1.28E-01
1.7024,1.27E-01
1.7025,1.27E-01
1.7026,1.26E-01
1.7027,1.26E-01
1.7028,1.25E-01
1.7029,1.25E-01
1.7030,1.24E-01
1.7031,1.23E-01
1.7032,1.23E-01
1.7033,1.22E-01
1.7034,1.22E-01
1.7035,1.21E-01
1.7036,1.20E-01
1.7037,1.20E-01
1.7038,1.19E-01
1.7039,1.19E-01
1.7040,1.18E-01
1.7041,1.18E-01
1.7042,1.17E-01
1.7043,1.17E-01
1.7044,1.16E-01
1.7045,1.15E-01
1.7046,1.15E-01
1.7047,1.14E-01
1.7048,1.14E-01
1.7049,1.13E-01
1.7050,1.13E-01
1.7051,1.12E-01
1.7052,1.12E-01
1.7053,1.11E-01
1.7054,1.11E-01
1.7055,1.10E-01
1.7056,1.10E-01
1.7057,1.09E-01
1.7058,1.09E-01
1.7059,1.08E-01
1.7060,1.07E-01
1.7061,1.07E-01
1.7062,1.06E-01
1.7063,1.06E-01
1.7064,1.05E-01
1.7065,1.05E-01
1.7066,1.04E-01
1.7067,1.04E-01
1.7068,1.04E-01
1.7069,1.03E-01
1.7070,1.03E-01
1.7071,1.02E-01
1.7072,1.02E-01
1.7073,1.01E-01
1.7074,1.01E-01
1.7075,1.00E-01
1.7076,9.97E-02
1.7077,9.93E-02
1.7078,9.88E-02
1.7079,9.83E-02
1.7080,9.79E-02
1.7081,9.74E-02
1.7082,9.70E-02
1.7083,9.66E-02
1.7084,9.61E-02
1.7085,9.57E-02
1.7086,9.52E-02
1.7087,9.48E-02
1.7088,9.44E-02
1.7089,9.40E-02
1.7090,9.35E-02
1.7091,9.31E-02
1.7092,9.27E-02
1.7093,9.23E-02
1.7094,9.19E-02
1.7095,9.15E-02
1.7096,9.11E-02
1.7097,9.07E-02
1.7098,9.03E-02
1.7099,8.99E-02
1.7100,8.95E-02
1.7101,8.91E-02
1.7102,8.87E-02
1.7103,8.83E-02
1.7104,8.79E-02
1.7105,8.75E-02
1.7106,8.72E-02
1.7107,8.68E-02
1.7108,8.64E-02
1.7109,8.60E-02
1.7110,8.57E-02
1.7111,8.53E-02
1.7112,8.50E-02
1.7113,8.46E-02
1.7114,8.42E-02
1.7115,8.39E-02
1.7116,8.35E-02
1.7117,8.32E-02
1.7118,8.28E-02
1.7119,8.25E-02
1.7120,8.22E-02
1.7121,8.18E-02
1.7122,8.15E-02
1.7123,8.11E-02
1.7124,8.07E-02
1.7125,8.04E-02
1.7126,8.00E-02
1.7127,7.97E-02
1.7128,7.93E-02
1.7129,7.89E-02
1.7130,7.86E-02
1.7131,7.82E-02
1.7132,7.78E-02
1.7133,7.75E-02
1.7134,7.71E-02
1.7135,7.68E-02
1.7136,7.64E-02
1.7137,7.61E-02
1.7138,7.57E-02
1.7139,7.54E-02
1.7140,7.50E-02
1.7141,7.47E-02
1.7142,7.43E-02
1.7143,7.40E-02
1.7144,7.36E-02
1.7145,7.33E-02
1.7146,7.30E-02
1.7147,7.26E-02
1.7148,7.23E-02
1.7149,7.19E-02
1.7150,7.16E-02
1.7151,7.13E-02
1.7152,7.09E-02
1.7153,7.06E-02
1.7154,7.03E-02
1.7155,6.99E-02
1.7156,6.96E-02
1.7157,6.93E-02
1.7158,6.89E-02
1.7159,6.86E-02
1.7160,6.83E-02
1.7161,6.80E-02
1.7162,6.76E-02
1.7163,6.73E-02
1.7164,6.70E-02
1.7165,6.67E-02
1.7166,6.64E-02
1.7167,6.60E-02
1.7168,6.57E-02
1.7169,6.54E-02
1.7170,6.51E-02
1.7171,6.47E-02
1.7172,6.44E-02
1.7173,6.41E-02
1.7174,6.37E-02
1.7175,6.34E-02
1.7176,6.31E-02
1.7177,6.27E-02
1.7178,6.24E-02
1.7179,6.21E-02
1.7180,6.17E-02
1.7181,6.14E-02
1.7182,6.11E-02
1.7183,6.07E-02
1.7184,6.04E-02
1.7185,6.01E-02
1.7186,5.97E-02
1.7187,5.94E-02
1.7188,5.91E-02
1.7189,5.87E-02
1.7190,5.84E-02
1.7191,5.81E-02
1.7192,5.78E-02
1.7193,5.74E-02
1.7194,5.71E-02
1.7195,5.68E-02
1.7196,5.64E-02
1.7197,5.61E-02
1.7198,5.58E-02
1.7199,5.55E-02
1.7200,5.51E-02
1.7201,5.48E-02
1.7202,5.45E-02
1.7203,5.42E-02
1.7204,5.38E-02
1.7205,5.35E-02
1.7206,5.32E-02
1.7207,5.29E-02
1.7208,5.25E-02
1.7209,5.22E-02
1.7210,5.19E-02
1.7211,5.16E-02
1.7212,5.12E-02
1.7213,5.09E-02
1.7214,5.06E-02
1.7215,5.03E-02
1.7216,5.00E-02
1.7217,4.97E-02
1.7218,4.94E-02
1.7219,4.91E-02
1.7220,4.88E-02
1.7221,4.85E-02
1.7222,4.83E-02
1.7223,4.80E-02
1.7224,4.77E-02
1.7225,4.74E-02
1.7226,4.71E-02
1.7227,4.68E-02
1.7228,4.66E-02
1.7229,4.63E-02
1.7230,4.60E-02
1.7231,4.57E-02
1.7232,4.55E-02
1.7233,4.52E-02
1.7234,4.49E-02
1.7235,4.46E-02
1.7236,4.44E-02
1.7237,4.41E-02
1.7238,4.38E-02
1.7239,4.36E-02
1.7240,4.33E-02
1.7241,4.31E-02
1.7242,4.28E-02
1.7243,4.25E-02
1.7244,4.23E-02
1.7245,4.20E-02
1.7246,4.18E-02
1.7247,4.15E-02
1.7248,4.13E-02
1.7249,4.10E-02
1.7250,4.08E-02
1.7251,4.05E-02
1.7252,4.03E-02
1.7253,4.00E-02
1.7254,3.98E-02
1.7255,3.96E-02
1.7256,3.93E-02
1.7257,3.91E-02
1.7258,3.88E-02
1.7259,3.86E-02
1.7260,3.84E-02
1.7261,3.81E-02
1.7262,3.79E-02
1.7263,3.77E-02
1.7264,3.75E-02
1.7265,3.73E-02
1.7266,3.71E-02
1.7267,3.68E-02
1.7268,3.66E-02
1.7269,3.64E-02
1.7270,3.62E-02
1.7271,3.60E-02
1.7272,3.58E-02
1.7273,3.56E-02
1.7274,3.54E-02
1.7275,3.52E-02
1.7276,3.50E-02
1.7277,3.48E-02
1.7278,3.46E-02
1.7279,3.44E-02
1.7280,3.42E-02
1.7281,3.41E-02
1.7282,3.39E-02
1.7283,3.37E-02
1.7284,3.35E-02
1.7285,3.33E-02
1.7286,3.31E-02
1.7287,3.30E-02
1.7288,3.28E-02
1.7289,3.26E-02
1.7290,3.24E-02
1.7291,3.23E-02
1.7292,3.21E-02
1.7293,3.19E-02
1.7294,3.18E-02
1.7295,3.16E-02
1.7296,3.15E-02
1.7297,3.13E-02
1.7298,3.11E-02
1.7299,3.10E-02
1.7300,3.08E-02
1.7301,3.07E-02
1.7302,3.05E-02
1.7303,3.04E-02
1.7304,3.02E-02
1.7305,3.01E-02
1.7306,2.99E-02
1.7307,2.98E-02
1.7308,2.97E-02
1.7309,2.95E-02
1.7310,2.94E-02
1.7311,2.92E-02
1.7312,2.91E-02
1.7313,2.89E-02
1.7314,2.88E-02
1.7315,2.86E-02
1.7316,2.85E-02
1.7317,2.83E-02
1.7318,2.82E-02
1.7319,2.80E-02
1.7320,2.79E-02
1.7321,2.78E-02
1.7322,2.76E-02
1.7323,2.75E-02
1.7324,2.74E-02
1.7325,2.72E-02
1.7326,2.71E-02
1.7327,2.70E-02
1.7328,2.68E-02
1.7329,2.67E-02
1.7330,2.66E-02
1.7331,2.64E-02
1.7332,2.63E-02
1.7333,2.62E-02
1.7334,2.61E-02
1.7335,2.60E-02
1.7336,2.58E-02
1.7337,2.57E-02
1.7338,2.56E-02
1.7339,2.55E-02
1.7340,2.54E-02
1.7341,2.52E-02
1.7342,2.51E-02
1.7343,2.50E-02
1.7344,2.49E-02
1.7345,2.48E-02
1.7346,2.47E-02
1.7347,2.46E-02
1.7348,2.45E-02
1.7349,2.44E-02
1.7350,2.43E-02
1.7351,2.42E-02
1.7352,2.41E-02
1.7353,2.40E-02
1.7354,2.39E-02
1.7355,2.37E-02
1.7356,2.36E-02
1.7357,2.35E-02
1.7358,2.34E-02
1.7359,2.33E-02
1.7360,2.32E-02
1.7361,2.31E-02
1.7362,2.30E-02
1.7363,2.29E-02
1.7364,2.28E-02
1.7365,2.27E-02
1.7366,2.26E-02
1.7367,2.25E-02
1.7368,2.24E-02
1.7369,2.23E-02
1.7370,2.22E-02
1.7371,2.21E-02
1.7372,2.20E-02
1.7373,2.20E-02
1.7374,2.19E-02
1.7375,2.18E-02
1.7376,2.17E-02
1.7377,2.16E-02
1.7378,2.15E-02
1.7379,2.14E-02
1.7380,2.13E-02
1.7381,2.12E-02
1.7382,2.12E-02
1.7383,2.11E-02
1.7384,2.10E-02
1.7385,2.09E-02
1.7386,2.08E-02
1.7387,2.07E-02
1.7388,2.07E-02
1.7389,2.06E-02
1.7390,2.05E-02
1.7391,2.04E-02
1.7392,2.04E-02
1.7393,2.03E-02
1.7394,2.02E-02
1.7395,2.01E-02
1.7396,2.01E-02
1.7397,2.00E-02
1.7398,1.99E-02
1.7399,1.98E-02
1.7400,1.98E-02
1.7401,1.97E-02
1.7402,1.96E-02
1.7403,1.95E-02
1.7404,1.94E-02
1.7405,1.93E-02
1.7406,1.93E-02
1.7407,1.92E-02
1.7408,1.91E-02
1.7409,1.90E-02
1.7410,1.89E-02
1.7411,1.88E-02
1.7412,1.87E-02
1.7413,1.87E-02
1.7414,1.86E-02
1.7415,1.85E-02
1.7416,1.84E-02
1.7417,1.83E-02
1.7418,1.82E-02
1.7419,1.82E-02
1.7420,1.81E-02
1.7421,1.80E-02
1.7422,1.79E-02
1.7423,1.78E-02
1.7424,1.77E-02
1.7425,1.76E-02
1.7426,1.76E-02
1.7427,1.75E-02
1.7428,1.74E-02
1.7429,1.73E-02
1.7430,1.72E-02
1.7431,1.71E-02
1.7432,1.71E-02
1.7433,1.70E-02
1.7434,1.69E-02
1.7435,1.68E-02
1.7436,1.67E-02
1.7437,1.66E-02
1.7438,1.66E-02
1.7439,1.65E-02
1.7440,1.64E-02
1.7441,1.63E-02
1.7442,1.62E-02
1.7443,1.61E-02
1.7444,1.61E-02
1.7445,1.60E-02
1.7446,1.59E-02
1.7447,1.58E-02
1.7448,1.57E-02
1.7449,1.57E-02
1.7450,1.56E-02
1.7451,1.55E-02
1.7452,1.55E-02
1.7453,1.54E-02
1.7454,1.53E-02
1.7455,1.53E-02
1.7456,1.52E-02
1.7457,1.52E-02
1.7458,1.51E-02
1.7459,1.50E-02
1.7460,1.50E-02
1.7461,1.49E-02
1.7462,1.49E-02
1.7463,1.48E-02
1.7464,1.47E-02
1.7465,1.47E-02
1.7466,1.46E-02
1.7467,1.46E-02
1.7468,1.45E-02
1.7469,1.45E-02
1.7470,1.44E-02
1.7471,1.44E-02
1.7472,1.43E-02
1.7473,1.42E-02
1.7474,1.42E-02
1.7475,1.41E-02
1.7476,1.41E-02
1.7477,1.41E-02
1.7478,1.40E-02
1.7479,1.40E-02
1.7480,1.39E-02
1.7481,1.39E-02
1.7482,1.38E-02
1.7483,1.38E-02
1.7484,1.37E-02
1.7485,1.37E-02
1.7486,1.36E-02
1.7487,1.36E-02
1.7488,1.36E-02
1.7489,1.35E-02
1.7490,1.35E-02
1.7491,1.34E-02
1.7492,1.34E-02
1.7493,1.34E-02
1.7494,1.33E-02
1.7495,1.33E-02
1.7496,1.32E-02
1.7497,1.32E-02
1.7498,1.31E-02
1.7499,1.30E-02
1.7500,1.30E-02
1.7501,1.29E-02
1.7502,1.29E-02
1.7503,1.28E-02
1.7504,1.28E-02
1.7505,1.27E-02
1.7506,1.27E-02
1.7507,1.26E-02
1.7508,1.25E-02
1.7509,1.25E-02
1.7510,1.24E-02
1.7511,1.24E-02
1.7512,1.23E-02
1.7513,1.23E-02
1.7514,1.22E-02
1.7515,1.22E-02
1.7516,1.21E-02
1.7517,1.20E-02
1.7518,1.20E-02
1.7519,1.19E-02
1.7520,1.19E-02
1.7521,1.18E-02
1.7522,1.18E-02
1.7523,1.17E-02
1.7524,1.17E-02
1.7525,1.16E-02
1.7526,1.15E-02
1.7527,1.15E-02
1.7528,1.14E-02
1.7529,1.14E-02
1.7530,1.13E-02
1.7531,1.13E-02
1.7532,1.12E-02
1.7533,1.11E-02
1.7534,1.11E-02
1.7535,1.10E-02
1.7536,1.10E-02
1.7537,1.09E-02
1.7538,1.09E-02
1.7539,1.08E-02
1.7540,1.07E-02
1.7541,1.07E-02
1.7542,1.06E-02
1.7543,1.05E-02
1.7544,1.05E-02
1.7545,1.04E-02
1.7546,1.03E-02
1.7547,1.03E-02
1.7548,1.02E-02
1.7549,1.01E-02
1.7550,1.01E-02
1.7551,9.99E-03
1.7552,9.92E-03
1.7553,9.85E-03
1.7554,9.78E-03
1.7555,9.71E-03
1.7556,9.64E-03
1.7557,9.56E-03
1.7558,9.49E-03
1.7559,9.42E-03
1.7560,9.34E-03
1.7561,9.27E-03
1.7562,9.20E-03
1.7563,9.12E-03
1.7564,9.05E-03
1.7565,8.97E-03
1.7566,8.90E-03
1.7567,8.82E-03
1.7568,8.74E-03
1.7569,8.66E-03
1.7570,8.59E-03
1.7571,8.51E-03
1.7572,8.43E-03
1.7573,8.35E-03
1.7574,8.27E-03
1.7575,8.19E-03
1.7576,8.11E-03
1.7577,8.03E-03
1.7578,7.95E-03
1.7579,7.87E-03
1.7580,7.79E-03
1.7581,7.71E-03
1.7582,7.62E-03
1.7583,7.54E-03
1.7584,7.46E-03
1.7585,7.37E-03
1.7586,7.29E-03
1.7587,7.21E-03
1.7588,7.14E-03
1.7589,7.06E-03
1.7590,6.99E-03
1.7591,6.91E-03
1.7592,6.84E-03
1.7593,6.77E-03
1.7594,6.69E-03
1.7595,6.62E-03
1.7596,6.55E-03
1.7597,6.47E-03
1.7598,6.40E-03
1.7599,6.33E-03
1.7600,6.25E-03
1.7601,6.18E-03
1.7602,6.10E-03
1.7603,6.03E-03
1.7604,5.96E-03
1.7605,5.88E-03
1.7606,5.81E-03
1.7607,5.74E-03
1.7608,5.67E-03
1.7609,5.59E-03
1.7610,5.52E-03
1.7611,5.45E-03
1.7612,5.37E-03
1.7613,5.30E-03
1.7614,5.23E-03
1.7615,5.15E-03
1.7616,5.08E-03
1.7617,5.01E-03
1.7618,4.94E-03
1.7619,4.86E-03
1.7620,4.79E-03
1.7621,4.72E-03
1.7622,4.65E-03
1.7623,4.57E-03
1.7624,4.50E-03
1.7625,4.43E-03
1.7626,4.36E-03
1.7627,4.28E-03
1.7628,4.21E-03
1.7629,4.14E-03
1.7630,4.07E-03
1.7631,3.99E-03
1.7632,3.92E-03
1.7633,3.85E-03
1.7634,3.81E-03
1.7635,3.76E-03
1.7636,3.72E-03
1.7637,3.68E-03
1.7638,3.64E-03
1.7639,3.60E-03
1.7640,3.56E-03
1.7641,3.53E-03
1.7642,3.49E-03
1.7643,3.46E-03
1.7644,3.43E-03
1.7645,3.40E-03
1.7646,3.37E-03
1.7647,3.34E-03
1.7648,3.31E-03
1.7649,3.28E-03
1.7650,3.26E-03
1.7651,3.24E-03
1.7652,3.21E-03
1.7653,3.19E-03
1.7654,3.17E-03
1.7655,3.15E-03
1.7656,3.13E-03
1.7657,3.12E-03
1.7658,3.10E-03
1.7659,3.09E-03
1.7660,3.08E-03
1.7661,3.06E-03
1.7662,3.05E-03
1.7663,3.04E-03
1.7664,3.04E-03
1.7665,3.03E-03
1.7666,3.02E-03
1.7667,3.02E-03
1.7668,3.01E-03
1.7669,3.01E-03
1.7670,3.01E-03
1.7671,3.01E-03
1.7672,3.01E-03
1.7673,3.02E-03
1.7674,3.02E-03
1.7675,3.03E-03
1.7676,3.03E-03
1.7677,3.04E-03
1.7678,3.05E-03
1.7679,3.06E-03
1.7680,3.05E-03
1.7681,3.04E-03
1.7682,3.02E-03
1.7683,3.00E-03
1.7684,2.98E-03
1.7685,2.97E-03
1.7686,2.95E-03
1.7687,2.93E-03
1.7688,2.91E-03
1.7689,2.90E-03
1.7690,2.88E-03
1.7691,2.86E-03
1.7692,2.84E-03
1.7693,2.83E-03
1.7694,2.81E-03
1.7695,2.79E-03
1.7696,2.77E-03
1.7697,2.75E-03
1.7698,0.00E+00
1.7699,0.00E+00
1.7700,0.00E+00
